Date De Création,Heure D'Opération (opération),Numéro (opération),Nom (activité),Nom (exposition),Date De Séance (seance),Heure De Début (seance),Nom,Code Postal,Ville,Pays,Numéro Du Billet,Type De Billet,Tarif,Pu Net Ttc,Quantité,État,Code-Barres Du Billet
26/10/2025,15:03,2025002121999,VL - 1925-2025. CENT ANS D'ART DÉCO (AVEC CONFERENCIER EXTERIEUR),1925-2025. CENT ANS D'ART DÉCO,14/04/2026,11:45,307,75017,Paris,France,"2,02550007010008E+016","Forfait (0 place, 0 visiteur)",Plein - DROIT DE RESERVATION GUIDE CONFÉRENCIER,35.00,1.00,Valide,"2,0260414000001E+044"
26/10/2025,15:03,2025002121999,VL - 1925-2025. CENT ANS D'ART DÉCO (AVEC CONFERENCIER EXTERIEUR),1925-2025. CENT ANS D'ART DÉCO,31/03/2026,12:45,307,75017,Paris,France,"2,02550007010008E+016","Forfait (0 place, 0 visiteur)",Plein - DROIT DE RESERVATION GUIDE CONFÉRENCIER,35.00,1.00,Valide,"2,0260331000001E+044"
26/10/2025,15:03,2025002121999,VL - 1925-2025. CENT ANS D'ART DÉCO (AVEC CONFERENCIER EXTERIEUR),1925-2025. CENT ANS D'ART DÉCO,10/03/2026,11:45,307,75017,Paris,France,"2,02550007010008E+016","Forfait (0 place, 0 visiteur)",Plein - DROIT DE RESERVATION GUIDE CONFÉRENCIER,35.00,1.00,Valide,"2,0260310000001E+044"
16/06/2025,15:55,2025002067833,"VL - PAUL POIRET, LA MODE EST UNE FÊTE (AVEC CONFERENCIER EXTERIEUR)","PAUL POIRET, LA MODE EST UNE FÊTE",08/01/2026,13:15,307,75017,Paris,France,"2,02550007010005E+016","Forfait (0 place, 0 visiteur)",Plein - DROIT DE RESERVATION GUIDE CONFÉRENCIER,35.00,1.00,Valide,"2,0260108000001E+044"
16/06/2025,14:39,2025002067827,"VL - PAUL POIRET, LA MODE EST UNE FÊTE (AVEC CONFERENCIER EXTERIEUR)","PAUL POIRET, LA MODE EST UNE FÊTE",03/12/2025,13:15,307,75017,Paris,France,"2,02550007010005E+016","Forfait (0 place, 0 visiteur)",Plein - DROIT DE RESERVATION GUIDE CONFÉRENCIER,35.00,1.00,Valide,"2,0251203000001E+044"
04/06/2025,11:37,2025002066141,"VL - PAUL POIRET, LA MODE EST UNE FÊTE (AVEC CONFERENCIER EXTERIEUR)","PAUL POIRET, LA MODE EST UNE FÊTE",02/10/2025,16:15,307,75017,Paris,France,"2,02550007010004E+016","Forfait (0 place, 0 visiteur)",Plein - DROIT DE RESERVATION GUIDE CONFÉRENCIER,35.00,1.00,Valide,"2,0251002000001E+044"
04/06/2025,11:37,2025002066141,"VL - PAUL POIRET, LA MODE EST UNE FÊTE (AVEC CONFERENCIER EXTERIEUR)","PAUL POIRET, LA MODE EST UNE FÊTE",02/10/2025,13:15,307,75017,Paris,France,"2,02550007010004E+016","Forfait (0 place, 0 visiteur)",Plein - DROIT DE RESERVATION GUIDE CONFÉRENCIER,35.00,1.00,Valide,"2,0251002000001E+044"
04/06/2025,11:25,2025002066137,"VL - PAUL POIRET, LA MODE EST UNE FÊTE (AVEC CONFERENCIER EXTERIEUR)","PAUL POIRET, LA MODE EST UNE FÊTE",28/11/2025,16:15,307,75017,Paris,France,"2,02550007010004E+016","Forfait (0 place, 0 visiteur)",Plein - DROIT DE RESERVATION GUIDE CONFÉRENCIER,35.00,1.00,Valide,"2,0251128000001E+044"
04/06/2025,11:25,2025002066137,"VL - PAUL POIRET, LA MODE EST UNE FÊTE (AVEC CONFERENCIER EXTERIEUR)","PAUL POIRET, LA MODE EST UNE FÊTE",28/11/2025,13:15,307,75017,Paris,France,"2,02550007010004E+016","Forfait (0 place, 0 visiteur)",Plein - DROIT DE RESERVATION GUIDE CONFÉRENCIER,35.00,1.00,Valide,"2,0251128000001E+044"
04/06/2025,11:25,2025002066137,"VL - PAUL POIRET, LA MODE EST UNE FÊTE (AVEC CONFERENCIER EXTERIEUR)","PAUL POIRET, LA MODE EST UNE FÊTE",25/11/2025,16:15,307,75017,Paris,France,"2,02550007010004E+016","Forfait (0 place, 0 visiteur)",Plein - DROIT DE RESERVATION GUIDE CONFÉRENCIER,35.00,1.00,Valide,"2,0251125000001E+044"
04/06/2025,11:25,2025002066137,"VL - PAUL POIRET, LA MODE EST UNE FÊTE (AVEC CONFERENCIER EXTERIEUR)","PAUL POIRET, LA MODE EST UNE FÊTE",19/11/2025,16:15,307,75017,Paris,France,"2,02550007010004E+016","Forfait (0 place, 0 visiteur)",Plein - DROIT DE RESERVATION GUIDE CONFÉRENCIER,35.00,1.00,Valide,"2,0251119000001E+044"
04/06/2025,11:19,2025002066136,"VL - PAUL POIRET, LA MODE EST UNE FÊTE (AVEC CONFERENCIER EXTERIEUR)","PAUL POIRET, LA MODE EST UNE FÊTE",25/11/2025,13:15,307,75017,Paris,France,"2,02550007010004E+016","Forfait (0 place, 0 visiteur)",Plein - DROIT DE RESERVATION GUIDE CONFÉRENCIER,35.00,1.00,Valide,"2,0251125000001E+044"
04/06/2025,11:19,2025002066136,"VL - PAUL POIRET, LA MODE EST UNE FÊTE (AVEC CONFERENCIER EXTERIEUR)","PAUL POIRET, LA MODE EST UNE FÊTE",14/11/2025,16:15,307,75017,Paris,France,"2,02550007010004E+016","Forfait (0 place, 0 visiteur)",Plein - DROIT DE RESERVATION GUIDE CONFÉRENCIER,35.00,1.00,Valide,"2,0251114000001E+044"
04/06/2025,11:19,2025002066136,"VL - PAUL POIRET, LA MODE EST UNE FÊTE (AVEC CONFERENCIER EXTERIEUR)","PAUL POIRET, LA MODE EST UNE FÊTE",14/11/2025,13:15,307,75017,Paris,France,"2,02550007010004E+016","Forfait (0 place, 0 visiteur)",Plein - DROIT DE RESERVATION GUIDE CONFÉRENCIER,35.00,1.00,Valide,"2,0251114000001E+044"
04/06/2025,11:19,2025002066136,"VL - PAUL POIRET, LA MODE EST UNE FÊTE (AVEC CONFERENCIER EXTERIEUR)","PAUL POIRET, LA MODE EST UNE FÊTE",13/11/2025,17:15,307,75017,Paris,France,"2,02550007010004E+016","Forfait (0 place, 0 visiteur)",Plein - DROIT DE RESERVATION GUIDE CONFÉRENCIER,35.00,1.00,Valide,"2,0251113000001E+044"
04/06/2025,11:11,2025002066133,"VL - PAUL POIRET, LA MODE EST UNE FÊTE (AVEC CONFERENCIER EXTERIEUR)","PAUL POIRET, LA MODE EST UNE FÊTE",13/11/2025,13:15,307,75017,Paris,France,"2,02550007010004E+016","Forfait (0 place, 0 visiteur)",Plein - DROIT DE RESERVATION GUIDE CONFÉRENCIER,35.00,1.00,Valide,"2,0251113000001E+044"
04/06/2025,11:11,2025002066133,"VL - PAUL POIRET, LA MODE EST UNE FÊTE (AVEC CONFERENCIER EXTERIEUR)","PAUL POIRET, LA MODE EST UNE FÊTE",07/11/2025,13:15,307,75017,Paris,France,"2,02550007010004E+016","Forfait (0 place, 0 visiteur)",Plein - DROIT DE RESERVATION GUIDE CONFÉRENCIER,35.00,1.00,Valide,"2,0251107000001E+044"
04/06/2025,11:11,2025002066133,"VL - PAUL POIRET, LA MODE EST UNE FÊTE (AVEC CONFERENCIER EXTERIEUR)","PAUL POIRET, LA MODE EST UNE FÊTE",04/11/2025,16:15,307,75017,Paris,France,"2,02550007010004E+016","Forfait (0 place, 0 visiteur)",Plein - DROIT DE RESERVATION GUIDE CONFÉRENCIER,35.00,1.00,Valide,"2,0251104000001E+044"
04/06/2025,11:11,2025002066133,"VL - PAUL POIRET, LA MODE EST UNE FÊTE (AVEC CONFERENCIER EXTERIEUR)","PAUL POIRET, LA MODE EST UNE FÊTE",04/11/2025,13:15,307,75017,Paris,France,"2,02550007010004E+016","Forfait (0 place, 0 visiteur)",Plein - DROIT DE RESERVATION GUIDE CONFÉRENCIER,35.00,1.00,Valide,"2,0251104000001E+044"
08/12/2024,14:26,2024003012060,VA - TROPHÉE DE PAPIER,MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS,08/12/2024,14:30,308,75018,PARIS,France,"2,0245000201E+016","Forfait (0 place, 0 visiteur)",Plein - FORFAIT ANNIVERSAIRE 2h,190.00,1.00,Valide,"2,02412080000011E+044"
08/12/2024,14:26,2024003012060,SUPPLEMENT SALLE GOUTER ANNIVERSAIRE,MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS,08/12/2024,16:30,308,75018,PARIS,France,"2,0245000202E+016","Forfait (0 place, 0 visiteur)",Plein - FORFAIT ANNIVERSAIRE COMPLEMENT 1H,100.00,1.00,Valide,"2,02412080000011E+044"
20/09/2025,14:37,2025003028450,"VA - CHEVALIERS, REINES ET EMPEREURS",MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS,20/09/2025,14:30,309,75018,Paris,France,"2,02550002010001E+016","Forfait (0 place, 0 visiteur)",Plein - FORFAIT ANNIVERSAIRE 2h,250.00,1.00,Valide,"2,0250920000001E+044"
20/09/2025,14:37,2025003028450,SUPPLEMENT SALLE GOUTER ANNIVERSAIRE,MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS,20/09/2025,16:30,309,75018,Paris,France,"2,0255000202E+016","Forfait (0 place, 0 visiteur)",Plein - FORFAIT ANNIVERSAIRE COMPLEMENT 1H,100.00,1.00,Valide,"2,0250920000001E+044"
17/12/2024,12:29,2024003013084,VG - 1H30 - CHRISTOFLE (archive),"CHRISTOFLE, UNE BRILLANTE HISTOIRE",17/12/2024,12:30,310,75001,Paris,France,"2,02450004030001E+016","Forfait (0 place, 0 visiteur)",Plein - FORFAIT VISITE GUIDEE ADULTE 1h30,130.00,1.00,Valide,"2,02412170000013E+044"
06/09/2025,14:00,2025003026684,"VA - CHEVALIERS, REINES ET EMPEREURS",MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS,06/09/2025,14:30,311,75015,Paris,France,"2,02550002010001E+016","Forfait (0 place, 0 visiteur)",Plein - FORFAIT ANNIVERSAIRE 2h,250.00,1.00,Valide,"2,0250906000001E+044"
06/09/2025,14:00,2025003026684,SUPPLEMENT SALLE GOUTER ANNIVERSAIRE,MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS,06/09/2025,16:30,311,75015,Paris,France,"2,0255000202E+016","Forfait (0 place, 0 visiteur)",Plein - FORFAIT ANNIVERSAIRE COMPLEMENT 1H,100.00,1.00,Valide,"2,0250906000001E+044"
02/10/2025,15:31,2025010032359,VG - 1H30 - PAUL POIRET,"PAUL POIRET, LA MODE EST UNE FÊTE",02/10/2025,15:30,312,13880,VELAUX,France,"2,0255000409E+016","Forfait (0 place, 0 visiteur)",Plein - FORFAIT VISITE GUIDEE ADULTE LETR 1h30,180.00,1.00,Valide,"2,0251002000001E+044"
18/09/2024,14:14,2024003000292,VG - 1H - LA NAISSANCE DES GRANDS MAGASINS (archive),LA NAISSANCE DES GRANDS MAGASINS,18/09/2024,14:15,313,75012,Paris,France,2024000304000001,"Forfait (0 place, 0 visiteur)",Plein - FORFAIT VISITE GUIDEE ENSEIGNEMENT SUP LETR 1h,85.00,1.00,Valide,"2,02409180000013E+043"
29/06/2025,10:08,2025011012950,VA - BIJOU EN FOLIE,GALERIE DES BIJOUX,29/06/2025,10:30,314,75004,Paris,France,"2,02550002010001E+016","Forfait (0 place, 0 visiteur)",Plein - FORFAIT ANNIVERSAIRE 2h,190.00,1.00,Valide,"2,0250629000001E+044"
18/12/2024,13:07,2024003013189,"VG - 1H30 - L'INTIME, DE LA CHAMBRE AUX RÉSEAUX SOCIAUX (archive)","L'INTIME, DE LA CHAMBRE AUX RÉSEAUX SOCIAUX",18/12/2024,13:15,315,75004,Paris,France,"2,0245000409E+016","Forfait (0 place, 0 visiteur)",Plein - FORFAIT VISITE GUIDEE ADULTE LETR 1h30,145.00,1.00,Valide,"2,02412180000013E+044"
09/04/2025,09:55,2025010014598,"VG - 1H - UNE HISTOIRE DU BIJOU, DU XVIIIE SIÈCLE À NOS JOURS",GALERIE DES BIJOUX,09/04/2025,10:15,316,94300,Vincennes,France,"2,0255000301E+016","Forfait (0 place, 0 visiteur)",Plein - FORFAIT VISITE GUIDEE - 18 ANS 1h,72.00,1.00,Valide,"2,0250409000001E+044"
09/04/2025,09:55,2025010014598,"VG - 1H - UNE HISTOIRE DU BIJOU, DU XVIIIE SIÈCLE À NOS JOURS",GALERIE DES BIJOUX,09/04/2025,10:00,316,94300,Vincennes,France,"2,0255000301E+016","Forfait (0 place, 0 visiteur)",Plein - FORFAIT VISITE GUIDEE - 18 ANS 1h,72.00,1.00,Valide,"2,0250409000001E+044"
05/02/2025,09:50,2025003004931,"VG - 1H - UNE HISTOIRE DU BIJOU, DU XVIIIE SIÈCLE À NOS JOURS",GALERIE DES BIJOUX,05/02/2025,10:30,316,94300,Vincennes,France,"2,0255000301E+016","Forfait (0 place, 0 visiteur)",Plein - FORFAIT VISITE GUIDEE - 18 ANS 1h,72.00,1.00,Valide,"2,02502050000013E+044"
05/02/2025,09:50,2025003004931,"VG - 1H - UNE HISTOIRE DU BIJOU, DU XVIIIE SIÈCLE À NOS JOURS",GALERIE DES BIJOUX,05/02/2025,10:15,316,94300,Vincennes,France,"2,0255000301E+016","Forfait (0 place, 0 visiteur)",Plein - FORFAIT VISITE GUIDEE - 18 ANS 1h,72.00,1.00,Valide,"2,02502050000013E+044"
28/01/2025,17:04,2025003004003,"VG - 1H - L'INTIME, DE LA CHAMBRE AUX RÉSEAUX SOCIAUX 11-18 ANS (archive)","L'INTIME, DE LA CHAMBRE AUX RÉSEAUX SOCIAUX",28/01/2025,17:00,316,94300,Vincennes,France,"2,0255000301E+016","Forfait (0 place, 0 visiteur)",Plein - FORFAIT VISITE GUIDEE - 18 ANS 1h,72.00,1.00,Valide,"2,02501280000013E+044"
12/11/2024,10:13,2024010009416,VA - BIJOU DE METAL,"PARCOURS MODE, BIJOUX, DESIGN",12/11/2024,10:00,317,93500,Pantin,France,2024000105000009,"Forfait (0 place, 0 visiteur)",Plein - FORFAIT ATELIER 2h CHAMP SOCIAL,120.00,1.00,Valide,"2,02411120000013E+043"
12/03/2025,17:04,2025002042901,VL - COLLECTIONS PERMANENTES : DU MOYEN ÂGE À L'ART NOUVEAU,MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS,17/04/2025,13:15,318,93400,SAINT OUEN,France,"2,02550007010002E+016","Forfait (0 place, 0 visiteur)",Plein - DROIT DE RESERVATION GUIDE CONFÉRENCIER,35.00,1.00,Valide,"2,02504170000013E+044"
17/01/2025,14:50,2025002010541,VL - COLLECTIONS PERMANENTES : DU MOYEN ÂGE À L'ART NOUVEAU,MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS,04/03/2025,12:45,318,93400,SAINT OUEN,France,"2,0255000701E+016","Forfait (0 place, 0 visiteur)",Plein - DROIT DE RESERVATION GUIDE CONFÉRENCIER,35.00,1.00,Valide,"2,02503040000013E+044"
24/09/2024,14:19,2024003001141,VG - 1H30 - LA NAISSANCE DES GRANDS MAGASINS (archive),LA NAISSANCE DES GRANDS MAGASINS,24/09/2024,14:30,319,92140,Clamart,France,2024000403000008,"Forfait (0 place, 0 visiteur)",Plein - FORFAIT VISITE GUIDEE ADULTE 1h30,130.00,1.00,Valide,"2,02409240000013E+043"
09/03/2025,14:10,2025003009015,"VA - CHEVALIERS, REINES ET EMPEREURS",MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS,09/03/2025,14:30,320,77220,Gretz-Armainvilliers,France,"2,0255000201E+016","Forfait (0 place, 0 visiteur)",Plein - FORFAIT ANNIVERSAIRE 2h,190.00,1.00,Valide,"2,02503090000011E+044"
09/03/2025,14:10,2025003009015,SUPPLEMENT SALLE GOUTER ANNIVERSAIRE,MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS,09/03/2025,16:30,320,77220,Gretz-Armainvilliers,France,"2,0255000202E+016","Forfait (0 place, 0 visiteur)",Plein - FORFAIT ANNIVERSAIRE COMPLEMENT 1H,100.00,1.00,Valide,"2,02503090000011E+044"
11/03/2025,14:04,2025003009135,VG - 2H - CHRISTOFLE (archive),"CHRISTOFLE, UNE BRILLANTE HISTOIRE",11/03/2025,14:30,321,91370,Verrières-le-Buisson,France,"2,0255000501E+016","Forfait (0 place, 0 visiteur)",Plein - FORFAIT VISITE GUIDEE ADULTE 2h,150.00,1.00,Valide,"2,02503110000013E+044"
26/09/2024,14:03,2024010001485,VG - 1H30 - LA NAISSANCE DES GRANDS MAGASINS (archive),LA NAISSANCE DES GRANDS MAGASINS,26/09/2024,14:15,322,92170,Vanves,France,2024000403000010,"Forfait (0 place, 0 visiteur)",Plein - FORFAIT VISITE GUIDEE ADULTE 1h30,130.00,1.00,Valide,"2,02409260000013E+043"
03/10/2025,14:56,2025010032529,VG - 2H - PAUL POIRET,"PAUL POIRET, LA MODE EST UNE FÊTE",03/10/2025,15:00,323,78400,Chatou,France,"2,02550005010001E+016","Forfait (0 place, 0 visiteur)",Plein - FORFAIT VISITE GUIDEE ADULTE 2h,150.00,1.00,Valide,"2,0251003000001E+044"
30/04/2025,13:43,2025003014754,VG - 1H30 - MON OURS EN PELUCHE (archive),MON OURS EN PELUCHE,30/04/2025,14:00,323,78400,Chatou,France,"2,02550004030002E+016","Forfait (0 place, 0 visiteur)",Plein - FORFAIT VISITE GUIDEE ADULTE 1h30,130.00,1.00,Valide,"2,0250430000001E+044"
03/10/2024,10:37,2024003002515,VG - 2H - LA NAISSANCE DES GRANDS MAGASINS (archive),LA NAISSANCE DES GRANDS MAGASINS,03/10/2024,11:00,323,78400,Chatou,France,2024000501000007,"Forfait (0 place, 0 visiteur)",Plein - FORFAIT VISITE GUIDEE ADULTE 2h,150.00,1.00,Valide,"2,02410030000013E+043"
18/10/2024,14:51,2024010005519,VG - 1H30 - L'AVENTURE DU DESIGN : XXe et XXIe siècles,MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS,18/10/2024,14:45,324,,CRANS-MONTANA,Suisse,2024000403000056,"Forfait (0 place, 0 visiteur)",Plein - FORFAIT VISITE GUIDEE ADULTE 1h30,130.00,1.00,Valide,"2,02410180000013E+043"
18/10/2024,14:51,2024010005519,VG - 1H30 - L'AVENTURE DU DESIGN : XXe et XXIe siècles,MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS,18/10/2024,14:30,324,,CRANS-MONTANA,Suisse,2024000403000055,"Forfait (0 place, 0 visiteur)",Plein - FORFAIT VISITE GUIDEE ADULTE 1h30,130.00,1.00,Valide,"2,02410180000013E+043"
27/11/2025,14:23,2025010044413,VG - 2H - 1925-2025. CENT ANS D'ART DECO,1925-2025. CENT ANS D'ART DÉCO,27/11/2025,14:15,325,77290,Mitry-Mory,France,"2,02550005010001E+016","Forfait (0 place, 0 visiteur)",Plein - FORFAIT VISITE GUIDEE ADULTE 2h,175.00,1.00,Valide,"2,0251127000001E+044"
27/11/2025,14:23,2025010044413,VG - 2H - 1925-2025. CENT ANS D'ART DECO,1925-2025. CENT ANS D'ART DÉCO,27/11/2025,14:00,325,77290,Mitry-Mory,France,"2,02550005010001E+016","Forfait (0 place, 0 visiteur)",Plein - FORFAIT VISITE GUIDEE ADULTE 2h,175.00,1.00,Valide,"2,0251127000001E+044"
20/11/2025,14:08,2025003037742,VG - 2H - PAUL POIRET,"PAUL POIRET, LA MODE EST UNE FÊTE",20/11/2025,14:30,326,95210,Saint-Gratien,France,"2,02550005010001E+016","Forfait (0 place, 0 visiteur)",Plein - FORFAIT VISITE GUIDEE ADULTE 2h,150.00,1.00,Valide,"2,0251120000001E+044"
02/05/2025,14:19,2025003014920,VG - 1H30 - MON OURS EN PELUCHE (archive),MON OURS EN PELUCHE,02/05/2025,14:30,326,95210,Saint-Gratien,France,"2,02550004030002E+016","Forfait (0 place, 0 visiteur)",Plein - FORFAIT VISITE GUIDEE ADULTE 1h30,130.00,1.00,Valide,"2,0250502000001E+044"
29/10/2024,13:51,2024003006370,"VG - 1H30 - PARCOURS MODE, BIJOUX, DESIGN","PARCOURS MODE, BIJOUX, DESIGN",29/10/2024,14:00,326,95210,Saint-Gratien,France,2024000403000059,"Forfait (0 place, 0 visiteur)",Plein - FORFAIT VISITE GUIDEE ADULTE 1h30,130.00,1.00,Valide,"2,02410290000013E+043"
10/10/2024,13:57,2024003003496,VG - 2H - LA NAISSANCE DES GRANDS MAGASINS (archive),LA NAISSANCE DES GRANDS MAGASINS,10/10/2024,14:30,327,92400,Courbevoie,France,2024000501000016,"Forfait (0 place, 0 visiteur)",Plein - FORFAIT VISITE GUIDEE ADULTE 2h,150.00,1.00,Valide,"2,02410100000013E+043"
09/01/2025,10:49,2025010001138,VG - 2H - CHRISTOFLE (archive),"CHRISTOFLE, UNE BRILLANTE HISTOIRE",09/01/2025,11:00,328,95170,Deuil-la-Barre,France,"2,0255000501E+016","Forfait (0 place, 0 visiteur)",Plein - FORFAIT VISITE GUIDEE ADULTE 2h,150.00,1.00,Valide,"2,02501090000013E+044"
20/11/2025,14:41,2025003037775,VG - 2H - 1925-2025. CENT ANS D'ART DECO,1925-2025. CENT ANS D'ART DÉCO,20/11/2025,15:15,329,77220,Tournan-en-Brie,France,"2,02550005010001E+016","Forfait (0 place, 0 visiteur)",Plein - FORFAIT VISITE GUIDEE ADULTE 2h,175.00,1.00,Valide,"2,0251120000001E+044"
13/03/2025,13:14,2025011006630,VG - 1H30 - CHRISTOFLE (archive),"CHRISTOFLE, UNE BRILLANTE HISTOIRE",13/03/2025,13:30,330,78140,Vélizy-Villacoublay,France,"2,02550004030001E+016","Forfait (0 place, 0 visiteur)",Plein - FORFAIT VISITE GUIDEE ADULTE 1h30,130.00,1.00,Valide,"2,02503130000013E+044"
11/04/2025,14:14,2025003012898,VG - 2H - ENTREZ AU MUSÉE DES ARTS DÉCORATIFS !,MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS,11/04/2025,14:30,331,94370,SUCY-EN-BRIE,France,"2,02550005010001E+016","Forfait (0 place, 0 visiteur)",Plein - FORFAIT VISITE GUIDEE ADULTE 2h,150.00,1.00,Valide,"2,0250411000001E+044"
24/09/2025,14:27,2025011017516,VG - 1H30 - PAUL POIRET,"PAUL POIRET, LA MODE EST UNE FÊTE",24/09/2025,14:30,332,94200,Ivry-sur-Seine,France,"2,02550004030002E+016","Forfait (0 place, 0 visiteur)",Plein - FORFAIT VISITE GUIDEE ADULTE 1h30,130.00,1.00,Valide,"2,0250924000001E+044"
04/02/2025,14:19,2025003004847,VG - 1H30 - MON OURS EN PELUCHE (archive),MON OURS EN PELUCHE,04/02/2025,14:30,332,94200,Ivry-sur-Seine,France,"2,02550004030001E+016","Forfait (0 place, 0 visiteur)",Plein - FORFAIT VISITE GUIDEE ADULTE 1h30,130.00,1.00,Valide,"2,02502040000013E+044"
08/04/2025,14:56,2025003012647,VG - 1H30 - CHRISTOFLE (archive),"CHRISTOFLE, UNE BRILLANTE HISTOIRE",08/04/2025,15:00,333,95170,Deuil-la-Barre,France,"2,02550004030002E+016","Forfait (0 place, 0 visiteur)",Plein - FORFAIT VISITE GUIDEE ADULTE 1h30,130.00,1.00,Valide,"2,0250408000001E+044"
18/02/2025,12:09,2025010007699,"VG - 1H30 - L'INTIME, DE LA CHAMBRE AUX RÉSEAUX SOCIAUX (archive)","L'INTIME, DE LA CHAMBRE AUX RÉSEAUX SOCIAUX",18/02/2025,12:15,334,33000,Bordeaux,France,"2,0255000404E+016","Forfait (0 place, 0 visiteur)",Plein - FORFAIT VISITE GUIDEE ENSEIGNEMENT SUP 1h30,105.00,1.00,Valide,"2,02502180000013E+044"
18/11/2025,09:58,2025011022352,"VG - 1h30 - LA VIE DE SALON, LE XVIIIE SIÈCLE",MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS,18/11/2025,10:00,335,44980,Sainte-Luce-sur-Loire,France,"2,02550004040001E+016","Forfait (0 place, 0 visiteur)",Plein - FORFAIT VISITE GUIDEE ENSEIGNEMENT SUP 1h30,105.00,1.00,Valide,"2,0251118000001E+044"
04/11/2025,13:44,2025010039244,"VG - 1H30 - LA VIE DE CHÂTEAU, DU MOYEN-ÂGE AU XVIIE SIÈCLE",MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS,04/11/2025,14:00,335,44980,Sainte-Luce-sur-Loire,France,"2,02550004040001E+016","Forfait (0 place, 0 visiteur)",Plein - FORFAIT VISITE GUIDEE ENSEIGNEMENT SUP 1h30,105.00,1.00,Valide,"2,0251104000001E+044"
22/01/2025,10:02,2025010003355,VG - 1H30 - S'ASSEOIR,MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS,22/01/2025,10:15,335,44980,Sainte-Luce-sur-Loire,France,"2,0255000404E+016","Forfait (0 place, 0 visiteur)",Plein - FORFAIT VISITE GUIDEE ENSEIGNEMENT SUP 1h30,105.00,1.00,Valide,"2,02501220000013E+044"
07/11/2024,21:43,2024002036322,"VL - L’INTIME, DE LA CHAMBRE AUX RÉSEAUX SOCIAUX (AVEC CONFÉRENCIER EXTÉRIEUR) (archive)","L'INTIME, DE LA CHAMBRE AUX RÉSEAUX SOCIAUX",13/02/2025,15:45,336,75006,Paris,France,2024000701000335,"Forfait (0 place, 0 visiteur)",Plein - DROIT DE RESERVATION GUIDE CONFÉRENCIER,35.00,1.00,Valide,"2,02502130000013E+043"
07/11/2024,21:43,2024002036322,"VL - L’INTIME, DE LA CHAMBRE AUX RÉSEAUX SOCIAUX (AVEC CONFÉRENCIER EXTÉRIEUR) (archive)","L'INTIME, DE LA CHAMBRE AUX RÉSEAUX SOCIAUX",13/02/2025,12:45,336,75006,Paris,France,2024000701000334,"Forfait (0 place, 0 visiteur)",Plein - DROIT DE RESERVATION GUIDE CONFÉRENCIER,35.00,1.00,Valide,"2,02502130000013E+043"
07/11/2024,21:43,2024002036322,"VL - L’INTIME, DE LA CHAMBRE AUX RÉSEAUX SOCIAUX (AVEC CONFÉRENCIER EXTÉRIEUR) (archive)","L'INTIME, DE LA CHAMBRE AUX RÉSEAUX SOCIAUX",11/02/2025,15:45,336,75006,Paris,France,2024000701000333,"Forfait (0 place, 0 visiteur)",Plein - DROIT DE RESERVATION GUIDE CONFÉRENCIER,35.00,1.00,Valide,"2,02502110000013E+043"
05/11/2024,15:04,2024002035225,"VL - L’INTIME, DE LA CHAMBRE AUX RÉSEAUX SOCIAUX (archive)","L'INTIME, DE LA CHAMBRE AUX RÉSEAUX SOCIAUX",29/11/2024,15:45,337,59000,Lille,France,2024000701000332,"Forfait (0 place, 0 visiteur)",Plein - DROIT DE RESERVATION GUIDE CONFÉRENCIER,35.00,1.00,Valide,"2,02411290000013E+043"
16/03/2025,14:03,2025003009962,VA - BIJOU EN FOLIE,GALERIE DES BIJOUX,16/03/2025,14:30,338,75007,Paris,France,"2,0255000201E+016","Forfait (0 place, 0 visiteur)",Plein - FORFAIT ANNIVERSAIRE 2h,190.00,1.00,Valide,"2,02503160000011E+044"
20/12/2024,10:21,2024010014714,VG - 1H30 - CHRISTOFLE (archive),"CHRISTOFLE, UNE BRILLANTE HISTOIRE",20/12/2024,10:30,339,91210,Draveil,France,"2,02450004010001E+016","Forfait (0 place, 0 visiteur)",Plein - FORFAIT VISITE GUIDEE - 18 ANS 1h30,105.00,1.00,Valide,"2,02412200000013E+044"
27/11/2025,13:39,2025003038764,VG - 1H30 - PAUL POIRET,"PAUL POIRET, LA MODE EST UNE FÊTE",27/11/2025,14:30,310,60160,MONTATAIRE,France,"2,02550004070001E+016","Forfait (0 place, 0 visiteur)",Plein - FORFAIT VISITE GUIDEE CHAMP SOCIAL 1h30,95.00,1.00,Valide,"2,0251127000001E+044"
